GRI1,GRI2,GRI3,GRI4,GRI5,GRI6,GRI7,GRI8,GRI9,GRI10,GRI11,GRI12,GRI13,GRI14,GRI15,GRI16,GRI17,GRI18,GRI19,GRI20,GRI21,GRI22,GRI23,GRI24,GRI25,GRI26,GRI27,GRI28,GRI29,GRI30,GRI31,GRI32,GRI33,GRI34,GRI35,GRI36,GRI37,GRI38,GRI39,GRI40,GRI41,SOGS4,SOGS5,SOGS6,SOGS7,SOGS8,SOGS9,SOGS10,SOGS11,SOGS12,SOGS13,SOGS14,SOGS15,Student,ID
1,1,2,2,2,2,2,1,1,1,5,5,1,1,1,1,1,4,1,1,1,6,1,1,1,1,1,2,5,6,1,1,1,1,1,1,1,1,4,1,1,3,1,1,0,0,0,0,0,1,0,0,0,1,247
2,6,1,1,1,2,2,2,2,2,1,5,2,5,4,2,2,2,3,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,248
2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,249
2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,250
1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,251
1,6,5,5,2,1,4,1,4,2,2,2,2,2,1,1,1,2,1,3,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,252
2,2,1,1,2,1,1,6,1,1,1,6,2,2,3,1,1,1,2,6,1,1,1,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,253
2,1,1,1,2,2,1,1,2,1,1,6,1,2,1,1,1,1,1,1,1,6,1,2,2,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,254
2,1,1,1,2,2,1,1,2,1,1,6,1,2,1,1,1,1,1,1,1,6,1,2,2,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,255
2,1,1,2,1,1,2,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,256
2,1,1,2,1,1,2,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,257
1,1,1,1,1,1,4,2,1,3,1,6,1,1,5,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,258
1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,259
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,260
1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,261
2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,262
2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,263
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,264
2,1,2,1,2,2,2,2,2,2,2,5,2,2,4,2,3,1,2,4,1,2,4,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,265
1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,0,0,0,0,0,0,0,0,0,1,266
1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,0,0,0,0,0,0,0,0,0,1,267
2,5,5,5,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,1,1,5,1,1,1,1,1,1,1,1,4,2,1,1,1,0,0,0,0,0,0,0,0,1,268
3,1,2,3,1,1,3,2,1,1,1,4,1,4,2,1,2,2,3,4,1,1,2,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,269
3,3,3,3,2,3,3,2,2,3,3,4,3,2,2,3,2,4,1,1,1,1,4,1,1,5,3,4,3,2,2,2,2,5,3,5,4,2,2,3,1,2,2,1,1,1,1,0,0,0,1,0,0,1,270
3,3,3,3,2,3,3,2,2,3,3,4,3,2,2,3,2,4,1,1,1,1,4,1,1,5,3,4,3,2,2,2,2,5,3,5,4,2,2,3,1,2,2,1,1,1,1,0,0,0,1,0,0,1,271
1,1,1,1,1,1,2,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,272
1,1,1,1,1,1,2,1,1,2,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,273
2,1,3,5,1,1,2,1,1,1,1,5,1,4,2,1,3,1,1,6,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,3,2,1,1,1,0,1,0,0,1,0,0,0,1,274
2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,275
2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,276
4,4,2,2,4,2,4,2,2,2,2,4,3,3,3,2,3,2,3,5,2,2,2,2,3,3,4,1,2,2,1,1,1,1,1,1,2,1,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,1,277
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,278
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,279
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,280
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,281
1,1,1,4,1,1,1,1,1,1,1,5,1,1,5,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,282
2,1,1,1,1,2,2,1,1,1,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,283
2,1,1,1,1,2,2,1,1,1,1,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,1,284
2,1,1,1,2,1,1,2,1,2,1,5,1,2,1,1,2,1,1,1,1,5,1,1,2,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,285
2,1,1,1,2,1,1,2,1,2,1,5,1,2,1,1,2,1,1,1,1,5,1,1,2,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,286
1,1,2,1,1,1,2,2,1,2,1,6,2,1,1,1,1,1,1,1,1,5,1,4,3,1,1,5,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,287
1,1,2,1,1,1,2,2,1,2,1,6,2,1,1,1,1,1,1,1,1,5,1,4,3,1,1,5,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,288
3,2,1,1,2,1,1,2,1,3,5,5,1,1,1,3,2,3,2,5,2,2,3,5,4,5,2,6,3,6,3,3,2,1,2,2,2,4,2,4,1,2,2,2,1,1,1,1,1,1,0,0,0,1,289
3,2,1,1,2,1,1,2,1,3,5,5,1,1,1,3,2,3,2,5,2,2,3,5,4,5,2,6,3,6,3,3,2,1,2,2,2,4,2,4,1,2,2,2,1,1,1,1,1,1,0,0,0,1,290
1,1,1,2,1,1,6,1,1,1,1,6,1,6,5,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,291
2,2,2,4,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,5,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,292
1,2,1,5,1,1,5,2,1,2,2,5,3,1,1,1,1,1,1,5,2,2,2,2,2,4,2,1,2,1,1,3,1,1,1,1,1,1,4,1,4,2,1,1,1,1,0,0,0,0,0,0,0,1,293
2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,1,1,1,1,5,1,4,2,1,1,1,2,6,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,294
2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,1,1,1,1,5,1,4,2,1,1,1,2,6,1,1,1,1,1,2,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,295
1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,296
1,1,1,1,1,1,1,2,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,297
1,6,1,3,1,1,3,4,1,2,1,5,1,4,3,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,298
2,3,1,4,2,2,3,2,2,2,1,4,1,5,1,1,1,1,2,5,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,1,0,0,0,1,299
2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,300
3,1,2,4,2,1,2,3,2,2,2,4,2,3,2,1,2,2,2,4,1,1,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,301
1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,302
1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,303
2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,5,4,1,1,1,6,1,3,4,1,2,1,1,6,1,1,1,1,3,2,3,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,304
2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,5,4,1,1,1,6,1,3,4,1,2,1,1,6,1,1,1,1,3,2,3,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,305
2,1,1,2,2,1,4,5,1,1,2,6,1,2,3,1,1,2,2,5,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,306
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,1,1,0,1,1,0,1,1,1,1,307
1,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,5,1,1,1,5,1,3,2,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,308
1,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,1,5,1,1,1,5,1,3,2,1,1,1,2,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,309
1,1,1,1,1,1,1,1,1,6,1,5,1,1,2,1,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,1,0,0,0,1,0,0,0,1,310
1,6,2,2,2,1,1,1,1,1,1,6,1,5,1,1,1,1,1,5,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,311
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,312
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,313
1,1,1,1,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,314
1,1,1,1,1,2,2,1,1,1,6,6,1,2,1,1,1,6,1,1,1,6,1,1,4,3,1,4,6,6,1,5,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,315
1,1,1,1,1,2,2,1,1,1,6,6,1,2,1,1,1,6,1,1,1,6,1,1,4,3,1,4,6,6,1,5,1,1,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,1,316
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,317
5,3,4,2,5,4,4,4,3,3,4,2,5,3,4,4,4,5,3,4,3,5,4,4,4,4,4,4,4,3,4,5,4,3,4,3,4,3,5,5,4,3,2,2,1,1,1,1,0,0,1,0,0,1,318
2,2,1,1,2,1,2,1,2,2,1,1,3,4,4,1,4,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,1,1,1,2,3,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,319
2,2,1,1,2,1,2,1,2,2,1,1,3,4,4,1,4,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,1,1,1,2,3,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,320
3,1,2,2,2,3,4,4,4,5,5,4,4,6,5,2,5,2,2,5,2,2,5,2,2,3,2,1,3,2,3,3,1,1,2,1,1,1,3,1,5,2,1,1,1,1,1,1,0,0,0,0,0,1,321
3,1,2,2,1,2,2,1,2,2,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,6,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,322
3,1,2,2,1,2,2,1,2,2,1,1,2,5,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,6,1,1,1,1,2,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,323
3,1,3,2,2,1,2,1,1,2,3,2,3,5,1,1,1,4,3,4,1,3,4,3,3,4,2,4,3,4,3,4,3,4,1,5,2,4,3,4,2,2,1,2,1,0,0,1,1,0,1,0,0,1,324
3,1,3,2,2,1,2,1,1,2,3,2,3,5,1,1,1,4,3,4,1,3,4,3,3,4,2,4,3,4,3,4,3,4,1,5,2,4,3,4,2,2,1,2,1,0,0,1,1,0,1,0,0,1,325
2,1,1,1,2,2,2,1,2,1,1,3,2,2,1,1,2,1,1,1,1,4,2,3,2,1,1,1,1,6,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,326
2,1,1,1,2,2,2,1,2,1,1,3,2,2,1,1,2,1,1,1,1,4,2,3,2,1,1,1,1,6,1,1,1,1,2,2,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,327
1,1,1,1,2,3,3,3,2,3,3,3,2,1,4,2,5,2,3,2,4,2,4,2,4,3,2,4,2,3,3,2,5,4,1,1,2,2,3,2,4,3,2,1,0,1,0,0,0,1,0,0,0,1,328
1,1,1,1,2,3,3,3,2,3,3,3,2,1,4,2,5,2,3,2,4,2,4,2,4,3,2,4,2,3,3,2,5,4,1,1,2,2,3,2,4,3,2,1,0,1,0,0,0,1,0,0,0,1,329
2,5,2,2,2,2,3,3,1,1,1,5,2,1,2,2,2,1,1,5,2,1,1,1,3,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,330
1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,331
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,332
2,5,1,5,4,1,1,1,1,1,1,6,1,4,2,1,1,1,1,5,1,4,2,2,3,4,4,1,3,1,1,2,2,1,2,1,1,1,2,2,3,2,1,1,0,0,0,0,1,1,0,0,0,1,333
3,5,5,2,4,2,2,2,3,2,2,3,3,4,1,1,2,2,2,5,4,4,3,3,4,4,3,3,4,3,3,4,4,3,3,2,4,3,3,4,4,2,2,2,1,0,1,0,0,0,0,0,0,1,334
1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,335
2,1,1,1,1,1,2,1,1,1,1,5,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,336
2,1,1,1,1,1,2,1,1,1,1,5,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,337
2,1,1,1,1,1,1,1,1,3,2,1,1,3,4,2,5,2,2,1,1,4,1,2,4,2,2,2,1,5,3,1,5,2,3,2,4,1,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,1,338
2,1,1,1,1,1,1,1,1,3,2,1,1,3,4,2,5,2,2,1,1,4,1,2,4,2,2,2,1,5,3,1,5,2,3,2,4,1,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,1,339
1,6,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,1,340
3,6,1,1,1,1,1,1,1,1,1,1,1,1,6,3,3,6,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,341
2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,1,342
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,343
2,2,1,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,1,0,0,0,0,0,0,0,0,1,344
2,2,1,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,2,3,1,0,0,0,0,0,0,0,0,1,345
1,1,1,1,1,1,1,1,1,1,1,6,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,346
2,1,1,1,1,1,1,2,2,2,2,3,1,4,2,1,1,1,3,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,347
1,2,1,1,1,1,2,1,1,1,1,1,2,4,1,3,4,5,3,3,3,5,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,348
1,2,1,1,1,1,2,1,1,1,1,1,2,4,1,3,4,5,3,3,3,5,3,3,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,349
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,350
2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,0,0,1,351
2,4,3,4,4,3,5,2,2,2,2,4,1,4,2,2,2,4,1,5,1,2,3,2,4,3,4,4,5,2,1,2,3,2,1,1,1,2,2,3,3,2,2,1,0,0,0,0,0,0,0,0,0,1,352
1,1,1,2,1,1,1,1,1,1,1,6,1,1,4,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,353
2,1,2,1,2,2,2,2,2,2,3,2,4,2,2,2,4,4,2,4,2,5,2,4,2,2,2,2,2,5,3,3,2,3,3,4,4,2,3,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,354
2,1,2,1,2,2,2,2,2,2,3,2,4,2,2,2,4,4,2,4,2,5,2,4,2,2,2,2,2,5,3,3,2,3,3,4,4,2,3,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,355
3,1,2,1,2,1,2,2,1,2,2,2,2,5,3,2,2,1,1,4,2,4,1,2,2,1,1,1,1,6,2,1,1,4,1,4,4,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,356
3,1,2,1,2,1,2,2,1,2,2,2,2,5,3,2,2,1,1,4,2,4,1,2,2,1,1,1,1,6,2,1,1,4,1,4,4,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,1,1,357
2,1,2,2,1,1,1,1,1,2,3,1,1,4,1,1,1,1,1,1,1,4,1,4,2,1,1,2,2,5,1,1,4,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,358
2,1,2,2,1,1,1,1,1,2,3,1,1,4,1,1,1,1,1,1,1,4,1,4,2,1,1,2,2,5,1,1,4,1,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,359
2,2,3,4,3,1,1,1,1,2,4,3,3,2,3,1,4,3,3,5,1,2,2,2,2,3,3,1,1,1,1,3,1,2,1,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,360
3,4,2,3,2,2,1,3,2,2,2,4,1,4,3,2,2,2,2,5,2,2,2,2,2,4,4,1,1,2,1,1,1,2,2,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,1,361
3,1,3,2,1,1,1,1,1,1,1,4,1,2,3,1,1,1,3,5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,362
1,1,1,2,2,1,2,2,2,2,1,6,1,5,2,1,1,1,1,1,1,6,1,5,6,1,1,1,1,6,1,1,1,1,1,2,1,1,4,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,363
1,1,1,2,2,1,2,2,2,2,1,6,1,5,2,1,1,1,1,1,1,6,1,5,6,1,1,1,1,6,1,1,1,1,1,2,1,1,4,1,1,2,3,1,0,0,0,0,0,0,0,0,0,1,364
2,6,1,1,1,1,1,1,1,4,1,6,1,5,1,1,1,1,1,6,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,365
1,5,1,5,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,366
1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,367
1,3,1,1,5,4,4,2,1,4,4,1,4,1,4,1,4,5,1,6,4,6,4,5,4,5,6,4,2,1,2,2,4,2,6,3,2,4,2,1,6,2,3,2,1,1,1,0,1,0,0,0,1,1,368
2,2,2,1,1,1,1,1,1,2,2,1,1,5,2,1,3,2,1,1,1,5,2,2,2,1,2,2,2,5,2,2,2,2,1,3,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,369
2,2,2,1,1,1,1,1,1,2,2,1,1,5,2,1,3,2,1,1,1,5,2,2,2,1,2,2,2,5,2,2,2,2,1,3,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,370
